query_index,query,result,time,ram
79,"MATCH (bdms:Company {symbol: 'BDMS'})-[:HAS_METRIC]->(eps:Metric {type: 'EPSQuarter', year: '2019'})
RETURN eps.quarter AS Quarter, eps.value AS EPS
ORDER BY eps.quarter;","{""Quarter"": ""1"", ""EPS"": 0.54}",0.0012888193130493164,0.0
80,"MATCH (bgrim:Company {symbol: 'BGRIM'})-[:HAS_METRIC]->(ocf:Metric {type: 'OperatingCashFlow'})
WHERE ocf.year IN ['2019', '2020', '2021']
RETURN ocf.year AS Year, ocf.quarter AS Quarter, ocf.value AS OperatingCashFlow
ORDER BY ocf.year, ocf.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""OperatingCashFlow"": 2144119.0}",0.0007235527038574219,-0.04296875
81,"MATCH (bh:Company {symbol: 'BH'})-[:HAS_METRIC]->(eps:Metric {type: 'EPSQuarter', year: '2019'})
RETURN eps.quarter AS Quarter, eps.value AS EPS
ORDER BY eps.quarter;","{""Quarter"": ""1"", ""EPS"": 1.48}",0.0012100934982299805,0.0
82,"MATCH (bcp:Company {symbol: 'BCP'})-[:HAS_METRIC]->(expenses:Metric {type: 'TotalExpensesQuarter', year: '2019'})
RETURN expenses.quarter AS Quarter, expenses.value AS TotalExpenses
ORDER BY expenses.quarter;","{""Quarter"": ""1"", ""TotalExpenses"": 45080174.0}",0.0007120370864868164,0.0
83,"MATCH (bts:Company {symbol: 'BTS'})-[:HAS_RATIO]->(tat:Ratio {type: 'TotalAssetTurnover'})
RETURN tat.year AS Year, tat.quarter AS Quarter, tat.value AS TotalAssetTurnover
ORDER BY tat.year, tat.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""TotalAssetTurnover"": 0.3883678975275942}",0.0013723373413085938,0.0
84,"MATCH (cpn:Company {symbol: 'CPN'})-[:HAS_METRIC]->(netprofit:Metric {type: 'NetProfitAccum'})
WHERE netprofit.year IN ['2019', '2020', '2021']
RETURN netprofit.year AS Year, netprofit.quarter AS Quarter, netprofit.value AS CumulativeNetProfit
ORDER BY netprofit.year, netprofit.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""CumulativeNetProfit"": 2846979.0}",0.001005864143371582,0.0
85,"MATCH (ea:Company {symbol: 'EA'})-[:HAS_METRIC]->(revenue:Metric {type: 'TotalRevenueAccum'})
WHERE revenue.year IN ['2019', '2020', '2021']
RETURN revenue.year AS Year, revenue.quarter AS Quarter, revenue.value AS TotalRevenue
ORDER BY revenue.year, revenue.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""TotalRevenue"": 3088448.0}",0.0012238025665283203,0.0
86,"MATCH (adv:Company {symbol: 'ADVANC'})-[:HAS_RATIO]->(de:Ratio {type: 'DE', year: '2019'})
RETURN de.quarter AS Quarter, de.value AS DE_Ratio
ORDER BY de.quarter;","{""Quarter"": ""1"", ""DE_Ratio"": 4.225310410145383}",0.0014643430709838866,0.0
87,"MATCH (bdms:Company {symbol: 'BDMS'})-[:HAS_RATIO]->(roe:Ratio {type: 'ROE'}),
      (bdms)-[:HAS_METRIC]->(profit:Metric {type: 'NetProfitQuarter'})
WHERE roe.year = profit.year AND roe.quarter = profit.quarter
RETURN roe.year AS Year, roe.quarter AS Quarter, roe.value AS ROE, profit.value AS NetProfit
ORDER BY roe.year, roe.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""ROE"": 20.42528778083018, ""NetProfit"": 8438971.0}",0.0024566173553466795,0.0078125
88,"MATCH (bts:Company {symbol: 'BTS'})-[:HAS_RATIO]->(tat:Ratio {type: 'TotalAssetTurnover', year: '2019'}),
      (bts)-[:HAS_METRIC]->(profit:Metric {type: 'NetProfitQuarter', year: '2019'})
WHERE tat.quarter = profit.quarter
RETURN tat.quarter AS Quarter, tat.value AS TotalAssetTurnover, profit.value AS NetProfit
ORDER BY tat.quarter;","{""Quarter"": ""1"", ""TotalAssetTurnover"": 0.3883678975275942, ""NetProfit"": 627223.14}",0.001664423942565918,0.0
89,"MATCH (bcp:Company {symbol: 'BCP'})-[:HAS_RATIO]->(roa:Ratio {type: 'ROA', year: '2019'})
RETURN roa.quarter AS Quarter, roa.value AS ROA
ORDER BY roa.quarter;","{""Quarter"": ""1"", ""ROA"": 3.589926063891691}",0.0012681007385253907,0.0
90,"MATCH (adv:Company {symbol: 'ADVANC'})-[:HAS_RATIO]->(pe:Ratio {type: 'PE', year: '2019'}),
      (adv)-[:HAS_RATIO]->(mc:Ratio {type: 'MarketCap', year: '2019'})
WHERE pe.quarter = mc.quarter
RETURN pe.quarter AS Quarter, pe.value AS PE, mc.value AS MarketCap
ORDER BY pe.quarter;",NULL,0.0010836124420166016,0.0
91,"MATCH (aot:Company {symbol: 'AOT'})-[:HAS_RATIO]->(de:Ratio {type: 'DE'})
WHERE de.year IN ['2019', '2020', '2021']
RETURN de.year AS Year, de.quarter AS Quarter, de.value AS DE_Ratio
ORDER BY de.year, de.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""DE_Ratio"": 0.2623187602345619}",0.0012232065200805664,0.0
92,"MATCH (bbl:Company {symbol: 'BBL'})-[:HAS_RATIO]->(roa:Ratio {type: 'ROA', year: '2019'}),
      (bbl)-[:HAS_RATIO]->(tat:Ratio {type: 'TotalAssetTurnover', year: '2019'})
WHERE roa.quarter = tat.quarter
RETURN roa.quarter AS Quarter, roa.value AS ROA, tat.value AS TotalAssetTurnover
ORDER BY roa.quarter;","{""Quarter"": ""1"", ""ROA"": 2.657317017802743, ""TotalAssetTurnover"": 0.049008892175058605}",0.0017904520034790039,0.0
93,"MATCH (cpf:Company {symbol: 'CPF'})-[:HAS_RATIO]->(de:Ratio {type: 'DE'})
RETURN de.year AS Year, de.quarter AS Quarter, de.value AS DE_Ratio
ORDER BY de.year, de.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""DE_Ratio"": 1.8333628367252288}",0.001392698287963867,0.0
94,"MATCH (bdms:Company {symbol: 'BDMS'})-[:HAS_RATIO]->(roe:Ratio {type: 'ROE'})
WHERE roe.year IN ['2019', '2020', '2021']
RETURN roe.year AS Year, roe.quarter AS Quarter, roe.value AS ROE
ORDER BY roe.year, roe.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""ROE"": 20.42528778083018}",0.001373147964477539,0.0
95,"MATCH (bts:Company {symbol: 'BTS'})-[:HAS_RATIO]->(roe:Ratio {type: 'ROE', year: '2019'})
RETURN roe.quarter AS Quarter, roe.value AS ROE
ORDER BY roe.quarter;","{""Quarter"": ""1"", ""ROE"": 7.241022903361389}",0.001406097412109375,0.0
96,"MATCH (bcp:Company {symbol: 'BCP'})-[:HAS_RATIO]->(fat:Ratio {type: 'FixedAssetTurnover'}),
      (bcp)-[:HAS_METRIC]->(profit:Metric {type: 'EBITQuarter'})
WHERE fat.year = profit.year AND fat.quarter = profit.quarter
RETURN fat.year AS Year, fat.quarter AS Quarter, fat.value AS FixedAssetTurnover, profit.value AS OperatingProfit
ORDER BY fat.year, fat.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""FixedAssetTurnover"": 3.7727346424888246, ""OperatingProfit"": 806047.0}",0.0019205331802368164,0.0
97,"MATCH (bts:Company {symbol: 'BTS'})-[:HAS_RATIO]->(pe:Ratio {type: 'PE'})
RETURN pe.year AS Year, pe.quarter AS Quarter, pe.value AS PE
ORDER BY pe.year, pe.quarter;","{""Year"": 2023, ""Quarter"": 3, ""PE"": 180.78}",0.003326606750488281,0.0
98,"MATCH (aot:Company {symbol: 'AOT'})-[:HAS_RATIO]->(roe:Ratio {type: 'ROE'})
RETURN roe.year AS Year, roe.quarter AS Quarter, roe.value AS ROE
ORDER BY roe.year, roe.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""ROE"": 18.678367571921264}",0.001402568817138672,0.0
99,"MATCH (bem:Company {symbol: 'BEM'})-[:HAS_RATIO]->(de:Ratio {type: 'DE'})
RETURN de.year AS Year, de.quarter AS Quarter, de.value AS DE_Ratio
ORDER BY de.year, de.quarter;","{""Year"": ""2019"", ""Quarter"": ""1"", ""DE_Ratio"": 1.9058319209184862}",0.0013492822647094727,0.0
100,"MATCH (cpf:Company {symbol: 'CPF'})-[:HAS_RATIO]->(roa:Ratio {type: 'ROA', year: '2019'})
RETURN roa.quarter AS Quarter, roa.value AS ROA
ORDER BY roa.quarter;","{""Quarter"": ""1"", ""ROA"": 6.8561729944843135}",0.0006748437881469727,0.0
